region;filial;basic_station;range;standard;work_type;sign;contractor;position_approved_plan;position_approved_fact;access_to_equipment_plan;access_to_equipment_fact;data_for_bs_plan;data_for_bs_fact;equipment_purchase_application_plan;equipment_purchase_application_fact;equipment_order_plan;equipment_order_fact;rent_contract_plan;rent_contract_fact;proj_work_begin_plan;proj_work_begin_fact;layout_agreed_plan;layout_agreed_fact;build_work_begin_plan;build_work_begin_fact;build_work_end_plan;build_work_end_fact;equipment_supplied_plan;equipment_supplied_fact;contractor_got_equip_plan;contractor_got_equip_fact;eqiup_for_bs_installed_fact;integration_to_net_forecast;integration_to_net_plan;integration_to_net_fact
R3;C1;БС1051;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;04.04.2022;09.06.2022;05.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;06.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;30.06.2022;01.07.2022;07.11.2022;01.07.2022
R3;C1;БС1052;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;04.04.2022;09.06.2022;05.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;06.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;01.07.2022;01.07.2022;07.11.2022;01.07.2022
R3;C1;БС1053;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;04.04.2022;09.06.2022;05.04.2022;08.06.2022;04.05.2022;22.06.2022;;06.07.2022;;29.06.2022;06.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;09.09.2022;28.10.2022;;09.09.2022;27.10.2022;07.11.2022;13.10.2022
R3;C1;БС1054;900;3G;Модернизация;Въезд;ПО27;25.05.2022;18.04.2022;09.06.2022;19.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;20.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;09.09.2022;28.10.2022;;09.09.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1054;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;18.04.2022;09.06.2022;19.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;20.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;09.09.2022;28.10.2022;;09.09.2022;27.10.2022;07.11.2022;13.10.2022
R3;C1;БС1055;900;3G;Модернизация;Въезд2;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;06.10.2022;28.10.2022;;07.10.2022;30.11.2022;07.11.2022;05.10.2022
R3;C1;БС1055;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;;28.10.2022;;07.10.2022;30.11.2022;07.11.2022;
R3;C1;БС1056;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;24.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;08.07.2022;12.07.2022;07.11.2022;12.07.2022
R3;C1;БС1057;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;13.07.2022;12.07.2022;07.11.2022;12.07.2022
R3;C1;БС1057;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;13.07.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1058;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;15.07.2022;13.07.2022;07.11.2022;13.07.2022
R3;C1;БС1059;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;04.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;09.09.2022;28.10.2022;;09.09.2022;08.09.2022;07.11.2022;08.09.2022
R3;C1;БС1059;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;04.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;09.09.2022;28.10.2022;;09.09.2022;27.10.2022;07.11.2022;13.10.2022
R3;C1;БС1065;900;3G;Модернизация;Въезд;ПО37;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;02.09.2022;28.10.2022;;01.09.2022;02.09.2022;07.11.2022;02.09.2022
R3;C1;БС1065;2100;4G;Модернизация;Въезд;ПО37;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;02.09.2022;28.10.2022;;01.09.2022;23.09.2022;07.11.2022;23.09.2022
R3;C1;БС1067;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;30.06.2022;28.10.2022;;29.06.2022;01.07.2022;07.11.2022;01.07.2022
R3;C1;БС1068;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;11.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;17.05.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;26.05.2022;28.10.2022;;26.05.2022;26.05.2022;07.11.2022;26.05.2022
R3;C1;БС1069;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;11.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;09.06.2022;28.10.2022;;08.06.2022;08.06.2022;07.11.2022;08.06.2022
R3;C1;БС1071;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;16.06.2022;16.06.2022;07.11.2022;16.06.2022
R3;C1;БС1072;900;3G;Модернизация;Въезд;ПО33;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;24.05.2022;25.06.2022;22.07.2022;14.07.2022;21.09.2022;13.08.2022;;18.10.2022;04.08.2022;28.10.2022;;29.07.2022;01.08.2022;07.11.2022;01.08.2022
R3;C1;БС1072;2100;4G;Модернизация;Въезд;ПО33;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;24.05.2022;25.06.2022;22.07.2022;14.07.2022;21.09.2022;13.08.2022;;18.10.2022;04.08.2022;28.10.2022;;29.07.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1073;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;21.07.2022;28.10.2022;;15.07.2022;01.08.2022;07.11.2022;01.08.2022
R3;C1;БС1073;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;21.07.2022;28.10.2022;;15.07.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1075;2100;4G;Модернизация;Въезд;ПО33;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;24.05.2022;25.06.2022;22.07.2022;14.07.2022;21.09.2022;13.08.2022;;18.10.2022;04.08.2022;28.10.2022;;29.07.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1080;2100;4G;Модернизация;Въезд;ПО21;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;29.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;06.06.2022;25.06.2022;14.07.2022;14.07.2022;27.06.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;16.06.2022;16.06.2022;07.11.2022;16.06.2022
R3;C1;БС1081;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;29.07.2022;28.10.2022;;22.07.2022;25.07.2022;07.11.2022;25.07.2022
R3;C1;БС1081;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;29.07.2022;28.10.2022;;22.07.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1082;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;26.08.2022;28.10.2022;;18.08.2022;22.08.2022;07.11.2022;22.08.2022
R3;C1;БС1082;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;26.08.2022;28.10.2022;;18.08.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1085;900;3G;Модернизация;Въезд;ПО20;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;28.04.2022;25.06.2022;07.06.2022;14.07.2022;01.09.2022;13.08.2022;;18.10.2022;;28.10.2022;;07.10.2022;27.10.2022;07.11.2022;07.10.2022
R3;C1;БС1085;2100;4G;Модернизация;Въезд;ПО20;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;28.04.2022;25.06.2022;07.06.2022;14.07.2022;01.09.2022;13.08.2022;;18.10.2022;;28.10.2022;;07.10.2022;27.10.2022;07.11.2022;
R3;C1;БС1086;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;29.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;16.06.2022;16.06.2022;07.11.2022;16.06.2022
R3;C1;БС1319;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;29.07.2022;28.10.2022;;27.07.2022;27.07.2022;07.11.2022;27.07.2022
R3;C1;БС1319;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;29.07.2022;28.10.2022;;27.07.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1320;900;3G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;26.08.2022;28.10.2022;;25.08.2022;29.08.2022;07.11.2022;29.08.2022
R3;C1;БС1320;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;15.05.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;26.08.2022;28.10.2022;;25.08.2022;09.09.2022;07.11.2022;09.09.2022
R3;C1;БС1321;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;01.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;30.06.2022;28.10.2022;;24.06.2022;24.06.2022;07.11.2022;24.06.2022
R3;C1;БС1322;2100;4G;Модернизация;Въезд;ПО25;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;01.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;03.06.2022;25.06.2022;22.06.2022;14.07.2022;20.06.2022;13.08.2022;;18.10.2022;30.06.2022;28.10.2022;;22.06.2022;22.06.2022;07.11.2022;22.06.2022
R3;C1;БС1323;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;01.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;24.05.2022;13.08.2022;;18.10.2022;30.06.2022;28.10.2022;;22.06.2022;22.06.2022;07.11.2022;22.06.2022
R3;C1;БС1324;2100;4G;Модернизация;Въезд;ПО25;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;03.06.2022;25.06.2022;12.07.2022;14.07.2022;24.06.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;30.06.2022;01.07.2022;07.11.2022;01.07.2022
R3;C1;БС1325;2100;4G;Модернизация;Въезд;ПО25;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;25.05.2022;25.06.2022;23.06.2022;14.07.2022;17.06.2022;13.08.2022;;18.10.2022;30.06.2022;28.10.2022;;29.06.2022;01.07.2022;07.11.2022;01.07.2022
R3;C1;БС1326;900;3G;Модернизация;Въезд2;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;27.05.2022;28.10.2022;;26.05.2022;26.05.2022;07.11.2022;26.05.2022
R3;C1;БС1326;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;09.06.2022;28.10.2022;;07.06.2022;07.06.2022;07.11.2022;07.06.2022
R3;C1;БС1327;900;3G;Модернизация;Въезд2;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;26.05.2022;28.10.2022;;24.05.2022;24.05.2022;07.11.2022;24.05.2022
R3;C1;БС1327;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;02.06.2022;28.10.2022;;30.05.2022;30.05.2022;07.11.2022;30.05.2022
R3;C1;БС1328;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;02.06.2022;28.10.2022;;30.05.2022;30.05.2022;07.11.2022;30.05.2022
R3;C1;БС1329;2100;4G;Модернизация;Въезд;ПО31;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;24.05.2022;25.06.2022;14.07.2022;14.07.2022;01.07.2022;13.08.2022;;18.10.2022;02.06.2022;28.10.2022;;30.05.2022;30.05.2022;07.11.2022;30.05.2022
R3;C1;БС1330;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;25.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;02.06.2022;28.10.2022;;30.05.2022;30.05.2022;07.11.2022;30.05.2022
R3;C1;БС1333;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;03.06.2022;28.10.2022;;03.06.2022;03.06.2022;07.11.2022;03.06.2022
R3;C1;БС1334;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;09.06.2022;09.06.2022;07.11.2022;09.06.2022
R3;C1;БС1335;1800;4G;Модернизация;Въезд;ПО14;06.08.2021;18.10.2021;21.08.2021;18.10.2021;20.08.2021;13.10.2021;03.09.2021;21.10.2021;17.09.2021;26.10.2021;10.09.2021;18.10.2021;21.08.2021;18.10.2021;06.09.2021;23.12.2021;25.09.2021;16.11.2021;25.10.2021;07.09.2022;30.12.2021;21.04.2022;09.01.2022;07.09.2022;;18.01.2022;19.01.2022;18.01.2022
R3;C1;БС1336;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;09.06.2022;28.10.2022;;08.06.2022;08.06.2022;07.11.2022;08.06.2022
R3;C1;БС1337;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;15.06.2022;15.06.2022;07.11.2022;15.06.2022
R3;C1;БС1338;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;24.05.2022;25.06.2022;24.05.2022;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;26.05.2022;28.10.2022;;24.05.2022;24.05.2022;07.11.2022;24.05.2022
R3;C1;БС1339;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;03.06.2022;28.10.2022;;03.06.2022;03.06.2022;07.11.2022;03.06.2022
R3;C1;БС1340;2100;4G;Модернизация;Въезд;ПО2;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;22.04.2022;25.06.2022;07.06.2022;14.07.2022;23.06.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;15.06.2022;15.06.2022;07.11.2022;15.06.2022
R3;C1;БС1341;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;11.04.2022;09.06.2022;12.04.2022;08.06.2022;18.04.2022;22.06.2022;;06.07.2022;;29.06.2022;13.04.2022;09.06.2022;20.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;23.06.2022;28.10.2022;;15.06.2022;15.06.2022;07.11.2022;15.06.2022
R3;C1;БС1342;2100;4G;Модернизация;Въезд;ПО3;25.05.2022;13.06.2022;09.06.2022;14.06.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;15.06.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;01.07.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;01.07.2022;01.07.2022;07.11.2022;01.07.2022
R3;C1;БС1343;900;3G;Модернизация;Въезд;ПО2;25.05.2022;18.01.2019;09.06.2022;08.04.2019;08.06.2022;05.03.2019;22.06.2022;06.11.2018;06.07.2022;;29.06.2022;14.06.2019;09.06.2022;11.03.2019;25.06.2022;20.04.2021;14.07.2022;09.05.2019;13.08.2022;22.09.2022;18.10.2022;23.03.2022;28.10.2022;29.09.2022;23.03.2022;23.03.2022;07.11.2022;23.03.2022
R3;C1;БС1343;1800;4G;Модернизация;Въезд;ПО2;09.10.2021;06.11.2018;24.10.2021;06.11.2018;23.10.2021;05.03.2019;06.11.2021;22.01.2019;20.11.2021;;13.11.2021;14.06.2019;24.10.2021;11.03.2019;09.11.2021;20.04.2021;28.11.2021;09.05.2019;28.12.2021;22.09.2022;04.03.2022;23.03.2022;14.03.2022;29.09.2022;;23.03.2022;24.03.2022;23.03.2022
R3;C1;БС1343;2100;4G;Модернизация;Въезд;ПО3;25.05.2022;18.04.2022;09.06.2022;19.04.2022;08.06.2022;22.04.2022;22.06.2022;;06.07.2022;;29.06.2022;20.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;30.06.2022;28.10.2022;;24.06.2022;24.06.2022;07.11.2022;24.06.2022
R3;C1;БС1345;900;3G;Модернизация;Въезд2;ПО2;25.05.2022;08.06.2022;09.06.2022;08.06.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;09.06.2022;09.06.2022;08.06.2022;25.06.2022;09.09.2022;14.07.2022;28.07.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;06.07.2022;06.07.2022;07.11.2022;06.07.2022
R3;C1;БС1345;2100;4G;Модернизация;Въезд;ПО2;25.05.2022;08.06.2022;09.06.2022;08.06.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;09.06.2022;09.06.2022;08.06.2022;25.06.2022;09.09.2022;14.07.2022;28.07.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;05.07.2022;05.07.2022;07.11.2022;05.07.2022
R3;C1;БС1346;2100;4G;Модернизация;Въезд;ПО3;25.05.2022;13.06.2022;09.06.2022;14.06.2022;08.06.2022;03.06.2022;22.06.2022;;06.07.2022;;29.06.2022;15.06.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;11.07.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;08.07.2022;08.07.2022;07.11.2022;08.07.2022
R3;C1;БС1347;900;3G;Модернизация;Въезд;ПО27;25.05.2022;18.04.2022;09.06.2022;19.04.2022;08.06.2022;22.04.2022;22.06.2022;;06.07.2022;;29.06.2022;20.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;27.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;08.07.2022;12.07.2022;07.11.2022;12.07.2022
R3;C1;БС1347;2100;4G;Модернизация;Въезд;ПО27;25.05.2022;18.04.2022;09.06.2022;19.04.2022;08.06.2022;22.04.2022;22.06.2022;;06.07.2022;;29.06.2022;20.04.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;21.05.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;08.07.2022;12.07.2022;07.11.2022;12.07.2022
R3;C1;БС1348;2100;4G;Модернизация;Въезд;ПО3;25.05.2022;13.06.2022;09.06.2022;14.06.2022;08.06.2022;02.06.2022;22.06.2022;;06.07.2022;;29.06.2022;15.06.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;11.07.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;08.07.2022;08.07.2022;07.11.2022;08.07.2022
R3;C1;БС1349;900;3G;Модернизация;Въезд2;ПО3;25.05.2022;13.06.2022;09.06.2022;14.06.2022;08.06.2022;02.06.2022;22.06.2022;;06.07.2022;;29.06.2022;15.06.2022;09.06.2022;23.06.2022;25.06.2022;;14.07.2022;11.07.2022;13.08.2022;;18.10.2022;14.07.2022;28.10.2022;;07.07.2022;07.07.2022;07.11.2022;07.07.2022
